,state,regional_division,population,article_title,revision_id,article_quality
385,Alabama,East South Central,5074296.0,"Sumiton, Alabama",104811,Stub
386,Alabama,East South Central,5074296.0,"Summerdale, Alabama",99898,Stub
387,Alabama,East South Central,5074296.0,"Susan Moore, Alabama",101164,Start
388,Alabama,East South Central,5074296.0,"Sweet Water, Alabama",104891,Stub
389,Alabama,East South Central,5074296.0,"Sylacauga, Alabama",105149,Stub
390,Alabama,East South Central,5074296.0,"Sylvan Springs, Alabama",104812,Stub
391,Alabama,East South Central,5074296.0,"Sylvania, Alabama",104673,Stub
392,Alabama,East South Central,5074296.0,"Talladega Springs, Alabama",105150,Stub
393,Alabama,East South Central,5074296.0,"Talladega, Alabama",105151,Stub
394,Alabama,East South Central,5074296.0,"Taylor, Alabama",104721,Stub
395,Alabama,East South Central,5074296.0,"Thomasville, Alabama",104573,Start
396,Alabama,East South Central,5074296.0,"Thorsby, Alabama",104560,Stub
397,Alabama,East South Central,5074296.0,"Town Creek, Alabama",104843,Stub
398,Alabama,East South Central,5074296.0,"Toxey, Alabama",104567,Stub
399,Alabama,East South Central,5074296.0,"Trafford, Alabama",104815,Stub
400,Alabama,East South Central,5074296.0,"Triana, Alabama",104881,Start
401,Alabama,East South Central,5074296.0,"Trinity, Alabama",105083,Stub
402,Alabama,East South Central,5074296.0,"Troy, Alabama",105100,Start
403,Alabama,East South Central,5074296.0,"Trussville, Alabama",104816,Start
404,Alabama,East South Central,5074296.0,"Tuscaloosa, Alabama",105167,Start
405,Alabama,East South Central,5074296.0,"Tuscumbia, Alabama",104589,Stub
406,Alabama,East South Central,5074296.0,"Tuskegee, Alabama",104869,Stub
407,Alabama,East South Central,5074296.0,"Twin, Alabama",14940151,Stub
408,Alabama,East South Central,5074296.0,"Union Grove, Alabama",104725,Stub
409,Alabama,East South Central,5074296.0,"Union Springs, Alabama",104903,Stub
410,Alabama,East South Central,5074296.0,"Union, Alabama",101167,Stub
411,Alabama,East South Central,5074296.0,"Uniontown, Alabama",105085,Stub
412,Alabama,East South Central,5074296.0,"Valley, Alabama",104548,Start
413,Alabama,East South Central,5074296.0,"Valley Grande, Alabama",1857459,Stub
414,Alabama,East South Central,5074296.0,"Valley Head, Alabama",104674,Stub
415,Alabama,East South Central,5074296.0,"Vance, Alabama",100808,Start
416,Alabama,East South Central,5074296.0,"Vernon, Alabama",104827,Start
417,Alabama,East South Central,5074296.0,"Vestavia Hills, Alabama",104818,Stub
418,Alabama,East South Central,5074296.0,"Vina, Alabama",104711,Stub
419,Alabama,East South Central,5074296.0,"Vincent, Alabama",105122,Stub
420,Alabama,East South Central,5074296.0,"Vredenburgh, Alabama",104927,Stub
421,Alabama,East South Central,5074296.0,"Wadley, Alabama",105103,Stub
422,Alabama,East South Central,5074296.0,"Waldo, Alabama",105152,Start
423,Alabama,East South Central,5074296.0,"Walnut Grove, Alabama",104699,Stub
424,Alabama,East South Central,5074296.0,"Warrior, Alabama",101165,Start
425,Alabama,East South Central,5074296.0,"Waterloo, Alabama",104838,Stub
426,Alabama,East South Central,5074296.0,"Waverly, Alabama",106419,Start
427,Alabama,East South Central,5074296.0,"Weaver, Alabama",103744,Stub
428,Alabama,East South Central,5074296.0,"Webb, Alabama",104744,Stub
429,Alabama,East South Central,5074296.0,"Wedowee, Alabama",105104,Stub
430,Alabama,East South Central,5074296.0,"West Blocton, Alabama",100810,Stub
431,Alabama,East South Central,5074296.0,"West Jefferson, Alabama",104819,Stub
432,Alabama,East South Central,5074296.0,"West Point, Alabama",104629,Stub
433,Alabama,East South Central,5074296.0,"Westover, Alabama",105207,Stub
434,Alabama,East South Central,5074296.0,"Wetumpka, Alabama",105500,Stub
435,Alabama,East South Central,5074296.0,"White Hall, Alabama",105216,Start
436,Alabama,East South Central,5074296.0,"Wilsonville, Alabama",105201,Start
437,Alabama,East South Central,5074296.0,"Winfield, Alabama",105296,Start
438,Alabama,East South Central,5074296.0,"Woodland, Alabama",105724,Start
439,Alabama,East South Central,5074296.0,"Woodstock, Alabama",105588,Stub
440,Alabama,East South Central,5074296.0,"Woodville, Alabama",105578,Start
441,Alabama,East South Central,5074296.0,"Yellow Bluff, Alabama",7004698,B
442,Alabama,East South Central,5074296.0,"York, Alabama",105290,Stub
443,Alaska,Pacific,733583.0,"Adak, Alaska",105615,Stub
444,Alaska,Pacific,733583.0,"Akhiok, Alaska",105234,Start
445,Alaska,Pacific,733583.0,"Akiak, Alaska",105725,Start
446,Alaska,Pacific,733583.0,"Akutan, Alaska",105208,Stub
447,Alaska,Pacific,733583.0,"Alakanuk, Alaska",105579,B
448,Alaska,Pacific,733583.0,"Aleknagik, Alaska",105236,Stub
449,Alaska,Pacific,733583.0,"Allakaket, Alaska",105728,Stub
450,Alaska,Pacific,733583.0,"Ambler, Alaska",105560,Stub
451,Alaska,Pacific,733583.0,"Anaktuvuk Pass, Alaska",105589,Stub
452,Alaska,Pacific,733583.0,"Anchorage, Alaska",105240,Start
453,Alaska,Pacific,733583.0,"Anderson, Alaska",105701,Stub
454,Alaska,Pacific,733583.0,"Angoon, Alaska",105513,Start
455,Alaska,Pacific,733583.0,"Aniak, Alaska",105243,Stub
456,Alaska,Pacific,733583.0,"Anvik, Alaska",105297,Stub
457,Alaska,Pacific,733583.0,"Atka, Alaska",105600,Stub
458,Alaska,Pacific,733583.0,"Atqasuk, Alaska",105202,Start
459,Alaska,Pacific,733583.0,"Bethel, Alaska",105677,Stub
460,Alaska,Pacific,733583.0,"Bettles, Alaska",105601,Stub
461,Alaska,Pacific,733583.0,"Brevig Mission, Alaska",105590,Start
462,Alaska,Pacific,733583.0,"Buckland, Alaska",105635,Start
463,Alaska,Pacific,733583.0,"Chefornak, Alaska",105299,Start
464,Alaska,Pacific,733583.0,"Chevak, Alaska",105561,Stub
465,Alaska,Pacific,733583.0,"Chignik, Alaska",105640,Stub
466,Alaska,Pacific,733583.0,"Chuathbaluk, Alaska",105602,Start
467,Alaska,Pacific,733583.0,"Clark's Point, Alaska",105245,Start
468,Alaska,Pacific,733583.0,"Coffman Cove, Alaska",105516,B
469,Alaska,Pacific,733583.0,"Cold Bay, Alaska",105300,Stub
470,Alaska,Pacific,733583.0,"Cordova, Alaska",105562,Stub
471,Alaska,Pacific,733583.0,"Craig, Alaska",18999999,Stub
472,Alaska,Pacific,733583.0,"Deering, Alaska",104681,Stub
473,Alaska,Pacific,733583.0,"Delta Junction, Alaska",104866,Start
474,Alaska,Pacific,733583.0,"Dillingham, Alaska",105123,Stub
475,Alaska,Pacific,733583.0,"Diomede, Alaska",105124,Start
476,Alaska,Pacific,733583.0,"Eagle, Alaska",104706,Stub
477,Alaska,Pacific,733583.0,"Edna Bay, Alaska",105105,Stub
478,Alaska,Pacific,733583.0,"Eek, Alaska",18770037,B
479,Alaska,Pacific,733583.0,"Egegik, Alaska",104760,Stub
480,Alaska,Pacific,733583.0,"Ekwok, Alaska",105187,Start
481,Alaska,Pacific,733583.0,"Elim, Alaska",105141,Stub
482,Alaska,Pacific,733583.0,"Emmonak, Alaska",105702,Stub
483,Alaska,Pacific,733583.0,"Fairbanks, Alaska",105445,Stub
484,Alaska,Pacific,733583.0,"False Pass, Alaska",105203,B
485,Alaska,Pacific,733583.0,"Fort Yukon, Alaska",105736,Start
486,Alaska,Pacific,733583.0,"Galena, Alaska",105738,Stub
487,Alaska,Pacific,733583.0,"Gambell, Alaska",105563,Stub
488,Alaska,Pacific,733583.0,"Golovin, Alaska",105564,Start
489,Alaska,Pacific,733583.0,"Goodnews Bay, Alaska",105246,Stub
490,Alaska,Pacific,733583.0,"Grayling, Alaska",105739,Stub
491,Alaska,Pacific,733583.0,"Gustavus, Alaska",105624,Stub
492,Alaska,Pacific,733583.0,"Holy Cross, Alaska",105740,Start
493,Alaska,Pacific,733583.0,"Homer, Alaska",105472,Stub
494,Alaska,Pacific,733583.0,"Hoonah, Alaska",105626,Start
495,Alaska,Pacific,733583.0,"Hooper Bay, Alaska",105703,Stub
496,Alaska,Pacific,733583.0,"Houston, Alaska",105540,Start
497,Alaska,Pacific,733583.0,"Hughes, Alaska",105741,B
498,Alaska,Pacific,733583.0,"Huslia, Alaska",105742,Start
499,Alaska,Pacific,733583.0,"Hydaburg, Alaska",105604,Start
500,Alaska,Pacific,733583.0,"Kachemak, Alaska",105474,Start
501,Alaska,Pacific,733583.0,"Kake, Alaska",105717,Stub
502,Alaska,Pacific,733583.0,"Kaktovik, Alaska",105581,Stub
503,Alaska,Pacific,733583.0,"Kaltag, Alaska",105743,Start
504,Alaska,Pacific,733583.0,"Kasaan, Alaska",105606,Start
505,Alaska,Pacific,733583.0,"Kenai, Alaska",105477,Stub
506,Alaska,Pacific,733583.0,"Ketchikan, Alaska",105496,Stub
507,Alaska,Pacific,733583.0,"Kiana, Alaska",105591,Stub
508,Alaska,Pacific,733583.0,"King Cove, Alaska",105204,Stub
509,Alaska,Pacific,733583.0,"Kivalina, Alaska",105592,Start
510,Alaska,Pacific,733583.0,"Klawock, Alaska",105607,B
511,Alaska,Pacific,733583.0,"Kobuk, Alaska",105593,Stub
512,Alaska,Pacific,733583.0,"Kodiak, Alaska",105505,Stub
513,Alaska,Pacific,733583.0,"Kotlik, Alaska",105704,Start
514,Alaska,Pacific,733583.0,"Kotzebue, Alaska",105594,Stub
515,Alaska,Pacific,733583.0,"Koyuk, Alaska",105565,Start
516,Alaska,Pacific,733583.0,"Koyukuk, Alaska",105744,Start
517,Alaska,Pacific,733583.0,"Kupreanof, Alaska",105718,Start
518,Alaska,Pacific,733583.0,"Kwethluk, Alaska",105263,Start
519,Alaska,Pacific,733583.0,"Larsen Bay, Alaska",105507,Stub
520,Alaska,Pacific,733583.0,"Lower Kalskag, Alaska",105267,Stub
521,Alaska,Pacific,733583.0,"Marshall, Alaska",105705,Stub
522,Alaska,Pacific,733583.0,"McGrath, Alaska",105748,Stub
523,Alaska,Pacific,733583.0,"Mekoryuk, Alaska",105268,Stub
524,Alaska,Pacific,733583.0,"Mountain Village, Alaska",105710,Stub
525,Alaska,Pacific,733583.0,"Napakiak, Alaska",105269,Start
526,Alaska,Pacific,733583.0,"Napaskiak, Alaska",105271,Start
527,Alaska,Pacific,733583.0,"Nenana, Alaska",105751,Start
528,Alaska,Pacific,733583.0,"New Stuyahok, Alaska",105303,Stub
529,Alaska,Pacific,733583.0,"Newhalen, Alaska",105522,Stub
530,Alaska,Pacific,733583.0,"Nightmute, Alaska",105273,Start
531,Alaska,Pacific,733583.0,"Nikolai, Alaska",105753,Stub
532,Alaska,Pacific,733583.0,"Nome, Alaska",105566,Stub
533,Alaska,Pacific,733583.0,"Nondalton, Alaska",105523,Stub
534,Alaska,Pacific,733583.0,"Noorvik, Alaska",105596,Start
535,Alaska,Pacific,733583.0,"North Pole, Alaska",105449,Stub
536,Alaska,Pacific,733583.0,"Nuiqsut, Alaska",105582,Stub
537,Alaska,Pacific,733583.0,"Nulato, Alaska",105755,Stub
538,Alaska,Pacific,733583.0,"Nunam Iqua, Alaska",105715,Stub
539,Alaska,Pacific,733583.0,"Nunapitchuk, Alaska",105274,Start
540,Alaska,Pacific,733583.0,"Old Harbor, Alaska",105508,Stub
541,Alaska,Pacific,733583.0,"Ouzinkie, Alaska",105509,Stub
542,Alaska,Pacific,733583.0,"Palmer, Alaska",105547,Stub
543,Alaska,Pacific,733583.0,"Pilot Point, Alaska",105526,Stub
544,Alaska,Pacific,733583.0,"Pilot Station, Alaska",105711,Stub
545,Alaska,Pacific,733583.0,"Platinum, Alaska",105277,Start
546,Alaska,Pacific,733583.0,"Point Hope, Alaska",105583,Stub
547,Alaska,Pacific,733583.0,"Port Alexander, Alaska",105720,Stub
548,Alaska,Pacific,733583.0,"Port Heiden, Alaska",105529,Stub
549,Alaska,Pacific,733583.0,"Port Lions, Alaska",105510,Stub
550,Alaska,Pacific,733583.0,"Ruby, Alaska",105757,Stub
551,Alaska,Pacific,733583.0,"Russian Mission, Alaska",105713,Start
552,Alaska,Pacific,733583.0,"Saint Paul, Alaska",155219,Start
553,Alaska,Pacific,733583.0,"Sand Point, Alaska",105206,Start
554,Alaska,Pacific,733583.0,"Savoonga, Alaska",105568,Stub
555,Alaska,Pacific,733583.0,"Saxman, Alaska",105497,B
556,Alaska,Pacific,733583.0,"Scammon Bay, Alaska",105714,Stub
557,Alaska,Pacific,733583.0,"Selawik, Alaska",105598,Start
558,Alaska,Pacific,733583.0,"Seldovia, Alaska",105489,Stub
559,Alaska,Pacific,733583.0,"Seward, Alaska",105491,Stub
560,Alaska,Pacific,733583.0,"Shageluk, Alaska",105758,Stub
561,Alaska,Pacific,733583.0,"Shaktoolik, Alaska",105569,Start
562,Alaska,Pacific,733583.0,"Shishmaref, Alaska",105570,Start
563,Alaska,Pacific,733583.0,"Sitka, Alaska",87486,Stub
564,Alaska,Pacific,733583.0,"Soldotna, Alaska",105492,Start
565,Alaska,Pacific,733583.0,"St. Mary's, Alaska",105716,Stub
566,Alaska,Pacific,733583.0,"St. Michael, Alaska",105571,Stub
567,Alaska,Pacific,733583.0,"Stebbins, Alaska",105572,Start
568,Alaska,Pacific,733583.0,"Tanana, Alaska",105762,Start
569,Alaska,Pacific,733583.0,"Teller, Alaska",105573,Stub
570,Alaska,Pacific,733583.0,"Tenakee Springs, Alaska",105630,Stub
571,Alaska,Pacific,733583.0,"Thorne Bay, Alaska",105613,Stub
572,Alaska,Pacific,733583.0,"Togiak, Alaska",105305,Stub
573,Alaska,Pacific,733583.0,"Unalakleet, Alaska",105574,Stub
574,Alaska,Pacific,733583.0,"Unalaska, Alaska",105213,Start
575,Alaska,Pacific,733583.0,"Upper Kalskag, Alaska",106639,Stub
576,Alaska,Pacific,733583.0,Utqiaġvik,106640,Stub
577,Alaska,Pacific,733583.0,"Valdez, Alaska",106573,Stub
578,Alaska,Pacific,733583.0,"Wainwright, Alaska",106574,Stub
579,Alaska,Pacific,733583.0,"Wales, Alaska",106641,Stub
580,Alaska,Pacific,733583.0,"Wasilla, Alaska",106669,Stub
581,Alaska,Pacific,733583.0,"Whale Pass, Alaska",106780,Stub
582,Alaska,Pacific,733583.0,"White Mountain, Alaska",106642,Start
583,Alaska,Pacific,733583.0,"Whittier, Alaska",106746,Stub
584,Alaska,Pacific,733583.0,"Wrangell, Alaska",106643,Stub
585,Arizona,Mountain,7359197.0,"Apache Junction, Arizona",106644,Start
586,Arizona,Mountain,7359197.0,"Avondale, Arizona",106781,Stub
587,Arizona,Mountain,7359197.0,"Benson, Arizona",106782,Stub
588,Arizona,Mountain,7359197.0,"Bisbee, Arizona",106626,Stub
589,Arizona,Mountain,7359197.0,"Buckeye, Arizona",106670,Start
590,Arizona,Mountain,7359197.0,"Bullhead City, Arizona",106749,Start
591,Arizona,Mountain,7359197.0,"Camp Verde, Arizona",106786,Stub
592,Arizona,Mountain,7359197.0,"Carefree, Arizona",59477965,B
593,Arizona,Mountain,7359197.0,"Casa Grande, Arizona",106575,Stub
594,Arizona,Mountain,7359197.0,"Cave Creek, Arizona",106627,Stub
595,Arizona,Mountain,7359197.0,"Chandler, Arizona",105936,Start
596,Arizona,Mountain,7359197.0,"Chino Valley, Arizona",106645,Start
597,Arizona,Mountain,7359197.0,"Clarkdale, Arizona",106751,Start
598,Arizona,Mountain,7359197.0,"Clifton, Arizona",57554,Stub
599,Arizona,Mountain,7359197.0,"Colorado City, Arizona",106752,Stub
600,Arizona,Mountain,7359197.0,"Coolidge, Arizona",106646,Stub
601,Arizona,Mountain,7359197.0,"Cottonwood, Arizona",106587,Stub
602,Arizona,Mountain,7359197.0,"Dewey-Humboldt, Arizona",106647,Stub
603,Arizona,Mountain,7359197.0,"Douglas, Arizona",106648,Start
604,Arizona,Mountain,7359197.0,"Duncan, Arizona",106649,Stub
605,Arizona,Mountain,7359197.0,"Eagar, Arizona",106609,Stub
606,Arizona,Mountain,7359197.0,"El Mirage, Arizona",106650,Stub
607,Arizona,Mountain,7359197.0,"Eloy, Arizona",106651,Stub
608,Arizona,Mountain,7359197.0,"Flagstaff, Arizona",106610,Stub
609,Arizona,Mountain,7359197.0,"Florence, Arizona",106689,Stub
610,Arizona,Mountain,7359197.0,"Fountain Hills, Arizona",106576,Start
611,Arizona,Mountain,7359197.0,"Fredonia, Arizona",106788,Stub
612,Arizona,Mountain,7359197.0,"Gila Bend, Arizona",106755,Stub
613,Arizona,Mountain,7359197.0,"Gilbert, Arizona",106674,Stub
614,Arizona,Mountain,7359197.0,"Glendale, Arizona",106675,Stub
615,Arizona,Mountain,7359197.0,"Globe, Arizona",105286,Stub
616,Arizona,Mountain,7359197.0,"Goodyear, Arizona",54359699,B
617,Arizona,Mountain,7359197.0,"Guadalupe, Arizona",105697,Start
618,Arizona,Mountain,7359197.0,"Hayden, Arizona",105586,Start
619,Arizona,Mountain,7359197.0,"Holbrook, Arizona",105575,Start
620,Arizona,Mountain,7359197.0,"Huachuca City, Arizona",19420881,Start
621,Arizona,Mountain,7359197.0,"Jerome, Arizona",105614,Stub
622,Arizona,Mountain,7359197.0,"Kearny, Arizona",105576,Start
623,Arizona,Mountain,7359197.0,"Kingman, Arizona",105698,Stub
624,Arizona,Mountain,7359197.0,"Lake Havasu City, Arizona",105722,Start
625,Arizona,Mountain,7359197.0,"Litchfield Park, Arizona",106652,Stub
626,Arizona,Mountain,7359197.0,"Mammoth, Arizona",106756,Stub
627,Arizona,Mountain,7359197.0,"Maricopa, Arizona",106757,B
628,Arizona,Mountain,7359197.0,"Mesa, Arizona",106653,Stub
629,Arizona,Mountain,7359197.0,"Miami, Arizona",106611,Stub
630,Arizona,Mountain,7359197.0,"Nogales, Arizona",106767,Start
631,Arizona,Mountain,7359197.0,"Oro Valley, Arizona",106718,Start
632,Arizona,Mountain,7359197.0,"Page, Arizona",106597,Stub
633,Arizona,Mountain,7359197.0,"Paradise Valley, Arizona",106655,Stub
634,Arizona,Mountain,7359197.0,"Parker, Arizona",106633,Stub
635,Arizona,Mountain,7359197.0,"Patagonia, Arizona",106768,Stub
636,Arizona,Mountain,7359197.0,"Payson, Arizona",106612,Stub
637,Arizona,Mountain,7359197.0,"Peoria, Arizona",106656,Stub
638,Arizona,Mountain,7359197.0,"Phoenix, Arizona",49121,Start
639,Arizona,Mountain,7359197.0,"Pima, Arizona",106622,Stub
640,Arizona,Mountain,7359197.0,"Pinetop-Lakeside, Arizona",106696,Stub
641,Arizona,Mountain,7359197.0,"Prescott, Arizona",106793,Stub
642,Arizona,Mountain,7359197.0,"Prescott Valley, Arizona",106794,Stub
643,Arizona,Mountain,7359197.0,"Quartzsite, Arizona",106636,Stub
644,Arizona,Mountain,7359197.0,"Queen Creek, Arizona",106657,Stub
645,Arizona,Mountain,7359197.0,"Safford, Arizona",106623,Stub
646,Arizona,Mountain,7359197.0,"Sahuarita, Arizona",106721,Stub
647,Arizona,Mountain,7359197.0,"San Luis, Arizona",3432996,Stub
648,Arizona,Mountain,7359197.0,"Scottsdale, Arizona",106659,Start
649,Arizona,Mountain,7359197.0,"Sedona, Arizona",96622,Stub
650,Arizona,Mountain,7359197.0,"Show Low, Arizona",60573,Stub
651,Arizona,Mountain,7359197.0,"Sierra Vista, Arizona",106579,Stub
652,Arizona,Mountain,7359197.0,"Snowflake, Arizona",106701,Start
653,Arizona,Mountain,7359197.0,"Somerton, Arizona",106803,Stub
654,Arizona,Mountain,7359197.0,"South Tucson, Arizona",106724,Stub
655,Arizona,Mountain,7359197.0,"Springerville, Arizona",106566,Stub
656,Arizona,Mountain,7359197.0,"St. Johns, Arizona",106567,Stub
657,Arizona,Mountain,7359197.0,"Star Valley, Arizona",106617,Stub
658,Arizona,Mountain,7359197.0,"Superior, Arizona",106764,Start
659,Arizona,Mountain,7359197.0,"Surprise, Arizona",106663,Stub
660,Arizona,Mountain,7359197.0,"Taylor, Arizona",106702,Stub
661,Arizona,Mountain,7359197.0,"Tempe, Arizona",106664,Start
662,Arizona,Mountain,7359197.0,"Thatcher, Arizona",106625,Stub
663,Arizona,Mountain,7359197.0,"Tolleson, Arizona",106665,Start
664,Arizona,Mountain,7359197.0,"Tombstone, Arizona",106582,Stub
665,Arizona,Mountain,7359197.0,"Tusayan, Arizona",106602,Start
666,Arizona,Mountain,7359197.0,"Wellton, Arizona",106805,Start
667,Arizona,Mountain,7359197.0,"Wickenburg, Arizona",106666,Stub
668,Arizona,Mountain,7359197.0,"Willcox, Arizona",106584,Stub
669,Arizona,Mountain,7359197.0,"Williams, Arizona",106603,Stub
670,Arizona,Mountain,7359197.0,"Winkelman, Arizona",106620,Stub
671,Arizona,Mountain,7359197.0,"Winslow, Arizona",106704,Stub
672,Arizona,Mountain,7359197.0,"Youngtown, Arizona",106667,Stub
673,Arizona,Mountain,7359197.0,"Yuma, Arizona",107172,Start
674,Arkansas,West South Central,3045637.0,"Alicia, Arkansas",107108,Stub
675,Arkansas,West South Central,3045637.0,"Allport, Arkansas",106928,Stub
676,Arkansas,West South Central,3045637.0,"Alma, Arkansas",106807,Stub
677,Arkansas,West South Central,3045637.0,"Almyra, Arkansas",106853,Stub
678,Arkansas,West South Central,3045637.0,"Alpena, Arkansas",107056,Stub
679,Arkansas,West South Central,3045637.0,"Altheimer, Arkansas",106979,Stub
680,Arkansas,West South Central,3045637.0,"Altus, Arkansas",107044,Start
681,Arkansas,West South Central,3045637.0,"Amagon, Arkansas",106882,B
682,Arkansas,West South Central,3045637.0,"Amity, Arkansas",106937,Stub
683,Arkansas,West South Central,3045637.0,"Antoine, Arkansas",106883,Stub
684,Arkansas,West South Central,3045637.0,"Arkadelphia, Arkansas",106957,Start
685,Arkansas,West South Central,3045637.0,"Arkansas City, Arkansas",106984,Stub
686,Arkansas,West South Central,3045637.0,"Ash Flat, Arkansas",107094,Stub
687,Arkansas,West South Central,3045637.0,"Ashdown, Arkansas",107204,Stub
688,Arkansas,West South Central,3045637.0,"Atkins, Arkansas",107085,Start
689,Arkansas,West South Central,3045637.0,"Aubrey, Arkansas",107318,Stub
690,Arkansas,West South Central,3045637.0,"Augusta, Arkansas",107109,Start
691,Arkansas,West South Central,3045637.0,"Austin, Arkansas",106830,Stub
692,Arkansas,West South Central,3045637.0,"Avoca, Arkansas",107302,Start
693,Arkansas,West South Central,3045637.0,"Bald Knob, Arkansas",106865,Stub
694,Arkansas,West South Central,3045637.0,"Banks, Arkansas",107251,B
695,Arkansas,West South Central,3045637.0,"Barling, Arkansas",107130,Start
696,Arkansas,West South Central,3045637.0,"Bassett, Arkansas",107028,Stub
697,Arkansas,West South Central,3045637.0,"Bauxite, Arkansas",106918,Stub
698,Arkansas,West South Central,3045637.0,"Bay, Arkansas",107166,Start
699,Arkansas,West South Central,3045637.0,"Bearden, Arkansas",106872,Start
700,Arkansas,West South Central,3045637.0,"Beaver, Arkansas",107303,Stub
701,Arkansas,West South Central,3045637.0,"Beebe, Arkansas",107045,Stub
702,Arkansas,West South Central,3045637.0,"Beedeville, Arkansas",106831,Stub
703,Arkansas,West South Central,3045637.0,"Bella Vista, Arkansas",106854,Stub
704,Arkansas,West South Central,3045637.0,"Bellefonte, Arkansas",107323,Stub
705,Arkansas,West South Central,3045637.0,"Belleville, Arkansas",107261,Start
706,Arkansas,West South Central,3045637.0,"Ben Lomond, Arkansas",107237,Start
707,Arkansas,West South Central,3045637.0,"Benton, Arkansas",106832,Stub
708,Arkansas,West South Central,3045637.0,"Bentonville, Arkansas",106855,Stub
709,Arkansas,West South Central,3045637.0,"Bergman, Arkansas",106873,Start
710,Arkansas,West South Central,3045637.0,"Berryville, Arkansas",106833,Stub
711,Arkansas,West South Central,3045637.0,"Bethel Heights, Arkansas",106822,Stub
712,Arkansas,West South Central,3045637.0,"Big Flat, Arkansas",107173,B
713,Arkansas,West South Central,3045637.0,"Bigelow, Arkansas",107230,Start
714,Arkansas,West South Central,3045637.0,"Biggers, Arkansas",107131,Stub
715,Arkansas,West South Central,3045637.0,"Birdsong, Arkansas",106919,Stub
716,Arkansas,West South Central,3045637.0,"Black Oak, Arkansas",107072,Stub
717,Arkansas,West South Central,3045637.0,"Black Rock, Arkansas",107152,Start
718,Arkansas,West South Central,3045637.0,"Black Springs, Arkansas",106806,B
719,Arkansas,West South Central,3045637.0,"Blevins, Arkansas",107008,Start
720,Arkansas,West South Central,3045637.0,"Blue Eye, Arkansas",106874,Start
721,Arkansas,West South Central,3045637.0,"Blue Mountain, Arkansas",107099,Stub
722,Arkansas,West South Central,3045637.0,"Bluff City, Arkansas",107156,Start
723,Arkansas,West South Central,3045637.0,"Blytheville, Arkansas",107132,Stub
724,Arkansas,West South Central,3045637.0,"Bodcaw, Arkansas",107157,Start
725,Arkansas,West South Central,3045637.0,"Bonanza, Arkansas",107252,Start
726,Arkansas,West South Central,3045637.0,"Bono, Arkansas",106920,Stub
727,Arkansas,West South Central,3045637.0,"Booneville, Arkansas",107100,Stub
728,Arkansas,West South Central,3045637.0,"Bradford, Arkansas",107304,Start
729,Arkansas,West South Central,3045637.0,"Bradley, Arkansas",107067,Start
730,Arkansas,West South Central,3045637.0,"Branch, Arkansas",106980,Stub
731,Arkansas,West South Central,3045637.0,"Briarcliff, Arkansas",106823,B
732,Arkansas,West South Central,3045637.0,"Brinkley, Arkansas",107147,B
733,Arkansas,West South Central,3045637.0,"Brookland, Arkansas",106921,Stub
734,Arkansas,West South Central,3045637.0,"Bryant, Arkansas",107238,Start
735,Arkansas,West South Central,3045637.0,"Buckner, Arkansas",107068,Start
736,Arkansas,West South Central,3045637.0,"Bull Shoals, Arkansas",107122,Stub
737,Arkansas,West South Central,3045637.0,"Burdette, Arkansas",107133,Start
738,Arkansas,West South Central,3045637.0,"Cabot, Arkansas",107110,Stub
739,Arkansas,West South Central,3045637.0,"Caddo Valley, Arkansas",106884,Stub
740,Arkansas,West South Central,3045637.0,"Caldwell, Arkansas",107271,Stub
741,Arkansas,West South Central,3045637.0,"Cale, Arkansas",107158,Stub
742,Arkansas,West South Central,3045637.0,"Calico Rock, Arkansas",107037,Stub
743,Arkansas,West South Central,3045637.0,"Calion, Arkansas",107281,Stub
744,Arkansas,West South Central,3045637.0,"Camden, Arkansas",107167,B
745,Arkansas,West South Central,3045637.0,"Cammack Village, Arkansas",107216,Stub
746,Arkansas,West South Central,3045637.0,"Campbell Station, Arkansas",107046,Stub
747,Arkansas,West South Central,3045637.0,"Caraway, Arkansas",106922,Start
748,Arkansas,West South Central,3045637.0,"Carlisle, Arkansas",107111,Stub
749,Arkansas,West South Central,3045637.0,"Carthage, Arkansas",106954,Stub
750,Arkansas,West South Central,3045637.0,"Casa, Arkansas",107174,Stub
751,Arkansas,West South Central,3045637.0,"Cash, Arkansas",106923,Stub
752,Arkansas,West South Central,3045637.0,"Caulksville, Arkansas",107101,Stub
753,Arkansas,West South Central,3045637.0,"Cave City, Arkansas",107029,Start
754,Arkansas,West South Central,3045637.0,"Cave Springs, Arkansas",106834,Stub
755,Arkansas,West South Central,3045637.0,"Cedarville, Arkansas",106929,Stub
756,Arkansas,West South Central,3045637.0,"Centerton, Arkansas",106835,Stub
757,Arkansas,West South Central,3045637.0,"Central City, Arkansas",107253,Stub
758,Arkansas,West South Central,3045637.0,"Charleston, Arkansas",106981,Stub
759,Arkansas,West South Central,3045637.0,"Cherokee Village, Arkansas",106985,Stub
760,Arkansas,West South Central,3045637.0,"Cherry Valley, Arkansas",106949,Stub
761,Arkansas,West South Central,3045637.0,"Chester, Arkansas",106930,Stub
762,Arkansas,West South Central,3045637.0,"Chidester, Arkansas",107168,Stub
763,Arkansas,West South Central,3045637.0,"Clarendon, Arkansas",107148,Stub
764,Arkansas,West South Central,3045637.0,"Clarkedale, Arkansas",32075037,Stub
765,Arkansas,West South Central,3045637.0,"Clarksville, Arkansas",107062,Stub
