state,regional_division,population,article_title,revision_id,article_quality
Indiana,East North Central,6833037.0,"New Carlisle, Indiana",112424,Stub
Indiana,East North Central,6833037.0,"New Chicago, Indiana",112554,Stub
Indiana,East North Central,6833037.0,"New Market, Indiana",112318,Stub
Indiana,East North Central,6833037.0,"New Middletown, Indiana",112307,Stub
Indiana,East North Central,6833037.0,"New Palestine, Indiana",112677,Stub
Indiana,East North Central,6833037.0,"New Pekin, Indiana",341429,Start
Indiana,East North Central,6833037.0,"New Point, Indiana",112496,Stub
Indiana,East North Central,6833037.0,"Newport, Indiana",112497,Stub
Indiana,East North Central,6833037.0,"New Richmond, Indiana",112292,Stub
Indiana,East North Central,6833037.0,"New Ross, Indiana",112648,Stub
Indiana,East North Central,6833037.0,"Newtown, Indiana",112252,Stub
Indiana,East North Central,6833037.0,"North Crows Nest, Indiana",152181,Stub
Indiana,East North Central,6833037.0,"North Judson, Indiana",112612,Stub
Indiana,East North Central,6833037.0,"North Liberty, Indiana",112604,Start
Indiana,East North Central,6833037.0,"North Salem, Indiana",112327,Stub
Indiana,East North Central,6833037.0,"North Webster, Indiana",112399,Stub
Indiana,East North Central,6833037.0,"Oaktown, Indiana",112389,Stub
Indiana,East North Central,6833037.0,"Odon, Indiana",112189,B
Indiana,East North Central,6833037.0,"Ogden Dunes, Indiana",112545,Stub
Indiana,East North Central,6833037.0,"Oldenburg, Indiana",112260,Stub
Indiana,East North Central,6833037.0,"Onward, Indiana",112152,Stub
Indiana,East North Central,6833037.0,"Oolitic, Indiana",112443,Start
Indiana,East North Central,6833037.0,"Orestes, Indiana",112452,Stub
Indiana,East North Central,6833037.0,"Orland, Indiana",112618,Stub
Indiana,East North Central,6833037.0,"Osgood, Indiana",112581,Stub
Indiana,East North Central,6833037.0,"Otterbein, Indiana",112130,Start
Indiana,East North Central,6833037.0,"Owensville, Indiana",112271,Stub
Indiana,East North Central,6833037.0,"Oxford, Indiana",112131,Stub
Indiana,East North Central,6833037.0,"Palmyra, Indiana",112319,Stub
Indiana,East North Central,6833037.0,"Paragon, Indiana",112507,Stub
Indiana,East North Central,6833037.0,"Parker City, Indiana",112571,Stub
Indiana,East North Central,6833037.0,"Patoka, Indiana",112272,Start
Indiana,East North Central,6833037.0,"Patriot, Indiana",112626,Stub
Indiana,East North Central,6833037.0,"Pennville, Indiana",112367,Start
Indiana,East North Central,6833037.0,"Perrysville, Indiana",112649,Stub
Indiana,East North Central,6833037.0,"Pierceton, Indiana",112400,Stub
Indiana,East North Central,6833037.0,"Pine Village, Indiana",112662,Start
Indiana,East North Central,6833037.0,"Plainville, Indiana",112190,Start
Indiana,East North Central,6833037.0,"Poneto, Indiana",112695,Start
Indiana,East North Central,6833037.0,"Poseyville, Indiana",112555,Stub
Indiana,East North Central,6833037.0,"Pottawattamie Park, Indiana",112437,Stub
Indiana,East North Central,6833037.0,"Princes Lakes, Indiana",1102055,B
Indiana,East North Central,6833037.0,"Redkey, Indiana",112369,Start
Indiana,East North Central,6833037.0,"Remington, Indiana",112362,Stub
Indiana,East North Central,6833037.0,"Reynolds, Indiana",112705,Stub
Indiana,East North Central,6833037.0,"Richland City, Indiana",14289151,B
Indiana,East North Central,6833037.0,"Ridgeville, Indiana",112572,Stub
Indiana,East North Central,6833037.0,"Riley, Indiana",112653,Stub
Indiana,East North Central,6833037.0,"River Forest, Indiana",112454,Start
Indiana,East North Central,6833037.0,"Roachdale, Indiana",112565,Stub
Indiana,East North Central,6833037.0,"Roann, Indiana",112660,Stub
Indiana,East North Central,6833037.0,"Roanoke, Indiana",112354,Start
Indiana,East North Central,6833037.0,"Rocky Ripple, Indiana",152182,Stub
Indiana,East North Central,6833037.0,"Rome City, Indiana",112519,Stub
Indiana,East North Central,6833037.0,"Rosedale, Indiana",112532,Stub
Indiana,East North Central,6833037.0,"Roseland, Indiana",112606,Stub
Indiana,East North Central,6833037.0,"Rossville, Indiana",112179,Start
Indiana,East North Central,6833037.0,"Royal Center, Indiana",112153,Stub
Indiana,East North Central,6833037.0,"Russellville, Indiana",112566,Stub
Indiana,East North Central,6833037.0,"Russiaville, Indiana",112349,Start
Indiana,East North Central,6833037.0,"St. Joe, Indiana",112370,Start
Indiana,East North Central,6833037.0,"St. Leon, Indiana",112679,Stub
Indiana,East North Central,6833037.0,"St. Paul, Indiana",112390,Stub
Indiana,East North Central,6833037.0,"Salamonia, Indiana",112573,Stub
Indiana,East North Central,6833037.0,"Saltillo, Indiana",112426,Stub
Indiana,East North Central,6833037.0,"Sandborn, Indiana",112654,Stub
Indiana,East North Central,6833037.0,"Saratoga, Indiana",112225,Stub
Indiana,East North Central,6833037.0,"Schneider, Indiana",112632,Stub
Indiana,East North Central,6833037.0,"Seelyville, Indiana",112135,Stub
Indiana,East North Central,6833037.0,"Selma, Indiana",112635,Stub
Indiana,East North Central,6833037.0,"Shadeland, Indiana",112624,Stub
Indiana,East North Central,6833037.0,"Shamrock Lakes, Indiana",112407,Stub
Indiana,East North Central,6833037.0,"Sharpsville, Indiana",112308,Start
Indiana,East North Central,6833037.0,"Shelburn, Indiana",112480,Stub
Indiana,East North Central,6833037.0,"Shipshewana, Indiana",112401,Stub
Indiana,East North Central,6833037.0,"Shirley, Indiana",112402,Stub
Indiana,East North Central,6833037.0,"Shoals, Indiana",112275,Stub
Indiana,East North Central,6833037.0,"Sidney, Indiana",112710,Stub
Indiana,East North Central,6833037.0,"Silver Lake, Indiana",112342,Start
Indiana,East North Central,6833037.0,"Somerville, Indiana",112691,Stub
Indiana,East North Central,6833037.0,"South Whitley, Indiana",152186,Stub
Indiana,East North Central,6833037.0,"Spiceland, Indiana",112309,Start
Indiana,East North Central,6833037.0,"Spring Grove, Indiana",112343,Stub
Indiana,East North Central,6833037.0,"Spring Hill, Indiana",112537,Stub
Indiana,East North Central,6833037.0,"Spring Lake, Indiana",9993941,B
Indiana,East North Central,6833037.0,"Springport, Indiana",112200,Stub
Indiana,East North Central,6833037.0,"Spurgeon, Indiana",112207,Stub
Indiana,East North Central,6833037.0,"State Line City, Indiana",112663,Stub
Indiana,East North Central,6833037.0,"Staunton, Indiana",112172,Stub
Indiana,East North Central,6833037.0,"Stilesville, Indiana",112330,Stub
Indiana,East North Central,6833037.0,"Stinesville, Indiana",112489,B
Indiana,East North Central,6833037.0,"Sulphur Springs, Indiana",112345,Start
Indiana,East North Central,6833037.0,"Summitville, Indiana",112455,Start
Indiana,East North Central,6833037.0,"Sunman, Indiana",112582,Stub
Indiana,East North Central,6833037.0,"Swayzee, Indiana",112284,Start
Indiana,East North Central,6833037.0,"Sweetser, Indiana",112285,Start
Indiana,East North Central,6833037.0,"Switz City, Indiana",150399,Stub
Indiana,East North Central,6833037.0,"Tennyson, Indiana",114297,Start
Indiana,East North Central,6833037.0,"Thorntown, Indiana",96003,Stub
Indiana,East North Central,6833037.0,"Topeka, Indiana",95995,Stub
Indiana,East North Central,6833037.0,"Town of Pines, Indiana",112913,Stub
Indiana,East North Central,6833037.0,"Trafalgar, Indiana",112293,Stub
Indiana,East North Central,6833037.0,"Trail Creek, Indiana",112671,Stub
Indiana,East North Central,6833037.0,"Troy, Indiana",112139,Start
Indiana,East North Central,6833037.0,"Ulen, Indiana",112408,Stub
Indiana,East North Central,6833037.0,"Uniondale, Indiana",112549,Stub
Indiana,East North Central,6833037.0,"Universal, Indiana",112382,Stub
Indiana,East North Central,6833037.0,"Utica, Indiana",112438,Stub
Indiana,East North Central,6833037.0,"Van Buren, Indiana",112535,Stub
Indiana,East North Central,6833037.0,"Vera Cruz, Indiana",112140,Start
Indiana,East North Central,6833037.0,"Vernon, Indiana",112696,Stub
Indiana,East North Central,6833037.0,"Vevay, Indiana",112650,Stub
Indiana,East North Central,6833037.0,"Wakarusa, Indiana",112164,Start
Indiana,East North Central,6833037.0,"Wallace, Indiana",112287,Stub
Indiana,East North Central,6833037.0,"Walton, Indiana",112697,Stub
Indiana,East North Central,6833037.0,"Wanatah, Indiana",112376,Start
Indiana,East North Central,6833037.0,"Warren, Indiana",112627,Stub
Indiana,East North Central,6833037.0,"Warren Park, Indiana",112240,Stub
Indiana,East North Central,6833037.0,"Waveland, Indiana",112254,Stub
Indiana,East North Central,6833037.0,"Waynetown, Indiana",112154,Start
Indiana,East North Central,6833037.0,"West Baden Springs, Indiana",112439,Stub
Indiana,East North Central,6833037.0,"West College Corner, Indiana",112355,Start
Indiana,East North Central,6833037.0,"West Harrison, Indiana",152187,B
Indiana,East North Central,6833037.0,"West Lebanon, Indiana",112498,Stub
Indiana,East North Central,6833037.0,"Wheatfield, Indiana",112524,Stub
Indiana,East North Central,6833037.0,"Wheatland, Indiana",112639,B
Indiana,East North Central,6833037.0,"Whitewater, Indiana",112202,Stub
Indiana,East North Central,6833037.0,"Wilkinson, Indiana",112664,Stub
Indiana,East North Central,6833037.0,"Williams Creek, Indiana",112208,Stub
Indiana,East North Central,6833037.0,"Williamsport, Indiana",112365,Start
Indiana,East North Central,6833037.0,"Windfall City, Indiana",112392,Stub
Indiana,East North Central,6833037.0,"Wingate, Indiana",112692,Stub
Indiana,East North Central,6833037.0,"Winslow, Indiana",112310,Start
Indiana,East North Central,6833037.0,"Wolcott, Indiana",152200,Start
Indiana,East North Central,6833037.0,"Wolcottville, Indiana",112665,Stub
Indiana,East North Central,6833037.0,"Woodlawn Heights, Indiana",10002082,Start
Indiana,East North Central,6833037.0,"Worthington, Indiana",112500,Stub
Indiana,East North Central,6833037.0,"Wynnedale, Indiana",112538,Start
Indiana,East North Central,6833037.0,"Yeoman, Indiana",112706,Stub
Indiana,East North Central,6833037.0,"Zanesville, Indiana",112409,Stub
Iowa,West North Central,3200517.0,"Millville, Iowa",112456,Start
Iowa,West North Central,3200517.0,"Ackley, Iowa",112294,Stub
Iowa,West North Central,3200517.0,"Hardin County, Iowa",152201,Stub
Iowa,West North Central,3200517.0,"Franklin County, Iowa",112148,B
Iowa,West North Central,3200517.0,"Ackworth, Iowa",112118,Stub
Iowa,West North Central,3200517.0,"Warren County, Iowa",112712,Stub
Iowa,West North Central,3200517.0,"Adair, Iowa",96046,Stub
Iowa,West North Central,3200517.0,"Adair County, Iowa",112946,Stub
Iowa,West North Central,3200517.0,"Guthrie County, Iowa",114273,Stub
Iowa,West North Central,3200517.0,"Adel, Iowa",114291,Stub
Iowa,West North Central,3200517.0,"Dallas County, Iowa",114310,Stub
Iowa,West North Central,3200517.0,"Afton, Iowa",114132,Stub
Iowa,West North Central,3200517.0,"Union County, Iowa",112797,Stub
Iowa,West North Central,3200517.0,"Agency, Iowa",114086,Start
Iowa,West North Central,3200517.0,"Wapello County, Iowa",114049,B
Iowa,West North Central,3200517.0,"Ainsworth, Iowa",113986,Start
Iowa,West North Central,3200517.0,"Washington County, Iowa",10742818,Start
Iowa,West North Central,3200517.0,"Akron, Iowa",113790,Start
Iowa,West North Central,3200517.0,"Albert City, Iowa",114151,Start
Iowa,West North Central,3200517.0,"Buena Vista County, Iowa",114319,Stub
Iowa,West North Central,3200517.0,"Albia, Iowa",112807,Stub
Iowa,West North Central,3200517.0,"Monroe County, Iowa",112798,Stub
Iowa,West North Central,3200517.0,"Albion, Iowa",112878,Stub
Iowa,West North Central,3200517.0,"Marshall County, Iowa",114226,Start
Iowa,West North Central,3200517.0,"Alburnett, Iowa",114152,Stub
Iowa,West North Central,3200517.0,"Linn County, Iowa",114017,B
Iowa,West North Central,3200517.0,"Alden, Iowa",1298,B
Iowa,West North Central,3200517.0,"Alexander, Iowa",113942,Start
Iowa,West North Central,3200517.0,"Algona, Iowa",112920,Start
Iowa,West North Central,3200517.0,"Kossuth County, Iowa",113900,B
Iowa,West North Central,3200517.0,"Alleman, Iowa",112842,Stub
Iowa,West North Central,3200517.0,"Polk County, Iowa",96029,Start
Iowa,West North Central,3200517.0,"Allerton, Iowa",96028,Start
Iowa,West North Central,3200517.0,"Wayne County, Iowa",96025,Stub
Iowa,West North Central,3200517.0,"Allison, Iowa",96021,B
Iowa,West North Central,3200517.0,"Butler County, Iowa",57224,Stub
Iowa,West North Central,3200517.0,"Alta, Iowa",96014,Start
Iowa,West North Central,3200517.0,"Alta Vista, Iowa",95999,Stub
Iowa,West North Central,3200517.0,"Chickasaw County, Iowa",95987,Stub
Iowa,West North Central,3200517.0,"Alton, Iowa",95983,Start
Iowa,West North Central,3200517.0,"Sioux County, Iowa",95981,Stub
Iowa,West North Central,3200517.0,"Altoona, Iowa",95979,Start
Iowa,West North Central,3200517.0,"Alvord, Iowa",95976,B
Iowa,West North Central,3200517.0,"Lyon County, Iowa",95971,Stub
Iowa,West North Central,3200517.0,"Ames, Iowa",95967,Start
Iowa,West North Central,3200517.0,"Story County, Iowa",95961,Start
Iowa,West North Central,3200517.0,"Anamosa, Iowa",95959,Stub
Iowa,West North Central,3200517.0,"Jones County, Iowa",95940,Stub
Iowa,West North Central,3200517.0,"Andover, Iowa",95939,Stub
Iowa,West North Central,3200517.0,"Clinton County, Iowa",95935,Start
Iowa,West North Central,3200517.0,"Andrew, Iowa",95933,Start
Iowa,West North Central,3200517.0,"Jackson County, Iowa",95932,Stub
Iowa,West North Central,3200517.0,"Cass County, Iowa",95908,Stub
Iowa,West North Central,3200517.0,"Anthon, Iowa",114356,Stub
Iowa,West North Central,3200517.0,"Woodbury County, Iowa",112808,Stub
Iowa,West North Central,3200517.0,"Aplington, Iowa",112829,Stub
Iowa,West North Central,3200517.0,"Arcadia, Iowa",114102,Start
Iowa,West North Central,3200517.0,"Carroll County, Iowa",112809,Stub
Iowa,West North Central,3200517.0,"Archer, Iowa",112934,Start
Iowa,West North Central,3200517.0,"Aredale, Iowa",113770,Stub
Iowa,West North Central,3200517.0,"Arion, Iowa",113764,Start
Iowa,West North Central,3200517.0,"Crawford County, Iowa",112994,Start
Iowa,West North Central,3200517.0,"Arlington, Iowa",113004,Start
Iowa,West North Central,3200517.0,"Fayette County, Iowa",114109,Start
Iowa,West North Central,3200517.0,"Armstrong, Iowa",112935,Start
Iowa,West North Central,3200517.0,"Emmet County, Iowa",114095,Stub
Iowa,West North Central,3200517.0,"Arnolds Park, Iowa",112747,Stub
Iowa,West North Central,3200517.0,"Dickinson County, Iowa",112843,Start
Iowa,West North Central,3200517.0,"Arthur, Iowa",114193,Start
Iowa,West North Central,3200517.0,"Ida County, Iowa",112741,Start
Iowa,West North Central,3200517.0,"Asbury, Iowa",96041,Stub
Iowa,West North Central,3200517.0,"Dubuque County, Iowa",112870,Stub
Iowa,West North Central,3200517.0,"Ashton, Iowa",112787,Stub
Iowa,West North Central,3200517.0,"Osceola County, Iowa",114162,Stub
Iowa,West North Central,3200517.0,"Aspinwall, Iowa",114124,Start
Iowa,West North Central,3200517.0,"Atalissa, Iowa",114327,Start
Iowa,West North Central,3200517.0,"Muscatine County, Iowa",113821,Stub
Iowa,West North Central,3200517.0,"Atkins, Iowa",113901,Start
Iowa,West North Central,3200517.0,"Benton County, Iowa",113005,Stub
Iowa,West North Central,3200517.0,"Atlantic, Iowa",113968,Start
Iowa,West North Central,3200517.0,"Auburn, Iowa",113006,Start
Iowa,West North Central,3200517.0,"Sac County, Iowa",150414,Stub
Iowa,West North Central,3200517.0,"Audubon, Iowa",96033,Start
Iowa,West North Central,3200517.0,"Audubon County, Iowa",96030,B
Iowa,West North Central,3200517.0,"Aurelia, Iowa",96026,Stub
Iowa,West North Central,3200517.0,"Cherokee County, Iowa",96022,Start
Iowa,West North Central,3200517.0,"Aurora, Iowa",96015,Stub
Iowa,West North Central,3200517.0,"Buchanan County, Iowa",96008,Start
Iowa,West North Central,3200517.0,"Avoca, Iowa",96007,Start
Iowa,West North Central,3200517.0,"Pottawattamie County, Iowa",96006,Start
Iowa,West North Central,3200517.0,"Ayrshire, Iowa",96005,Start
Iowa,West North Central,3200517.0,"Palo Alto County, Iowa",95989,Start
Iowa,West North Central,3200517.0,"Badger, Iowa",95966,Stub
Iowa,West North Central,3200517.0,"Webster County, Iowa",95965,Stub
Iowa,West North Central,3200517.0,"Bagley, Iowa",95964,Stub
Iowa,West North Central,3200517.0,"Baldwin, Iowa",95962,Start
Iowa,West North Central,3200517.0,"Balltown, Iowa",95958,Start
Iowa,West North Central,3200517.0,"Bancroft, Iowa",95956,Stub
Iowa,West North Central,3200517.0,"Bankston, Iowa",95907,Stub
Iowa,West North Central,3200517.0,"Barnes City, Iowa",95904,Start
Iowa,West North Central,3200517.0,"Mahaska County, Iowa",114328,Start
Iowa,West North Central,3200517.0,"Barnum, Iowa",113925,Stub
Iowa,West North Central,3200517.0,"Bassett, Iowa",113891,Start
Iowa,West North Central,3200517.0,"Batavia, Iowa",113912,Stub
Iowa,West North Central,3200517.0,"Jefferson County, Iowa",113822,Stub
Iowa,West North Central,3200517.0,"Battle Creek, Iowa",114032,Start
Iowa,West North Central,3200517.0,"Baxter, Iowa",114183,B
Iowa,West North Central,3200517.0,"Jasper County, Iowa",113812,Stub
Iowa,West North Central,3200517.0,"Bayard, Iowa",112770,Start
Iowa,West North Central,3200517.0,"Beacon, Iowa",114267,Start
Iowa,West North Central,3200517.0,"Beaconsfield, Iowa",112748,Start
Iowa,West North Central,3200517.0,"Ringgold County, Iowa",113902,Stub
Iowa,West North Central,3200517.0,"Beaman, Iowa",114378,Stub
Iowa,West North Central,3200517.0,"Grundy County, Iowa",112850,Stub
Iowa,West North Central,3200517.0,"Beaver, Iowa",114184,Stub
Iowa,West North Central,3200517.0,"Boone County, Iowa",112771,Stub
Iowa,West North Central,3200517.0,"Bedford, Iowa",113007,Start
Iowa,West North Central,3200517.0,"Taylor County, Iowa",113987,Stub
Iowa,West North Central,3200517.0,"Belle Plaine, Iowa",114201,Start
Iowa,West North Central,3200517.0,"Bellevue, Iowa",150413,Start
Iowa,West North Central,3200517.0,"Belmond, Iowa",114281,Start
Iowa,West North Central,3200517.0,"Wright County, Iowa",113828,Start
Iowa,West North Central,3200517.0,"Bennett, Iowa",112749,Stub
Iowa,West North Central,3200517.0,"Cedar County, Iowa",114292,Stub
Iowa,West North Central,3200517.0,"Benton, Iowa",114114,Start
Iowa,West North Central,3200517.0,"Berkley, Iowa",114076,Stub
Iowa,West North Central,3200517.0,"Bernard, Iowa",114268,B
Iowa,West North Central,3200517.0,"Bertram, Iowa",112964,Start
Iowa,West North Central,3200517.0,"Bettendorf, Iowa",114202,Stub
Iowa,West North Central,3200517.0,"Scott County, Iowa",113879,Stub
Iowa,West North Central,3200517.0,"Bevington, Iowa",114282,Stub
Iowa,West North Central,3200517.0,"Madison County, Iowa",96032,B
Iowa,West North Central,3200517.0,"Birmingham, Iowa",96024,Stub
Iowa,West North Central,3200517.0,"Van Buren County, Iowa",96013,Stub
Iowa,West North Central,3200517.0,"Blairsburg, Iowa",96000,Start
Iowa,West North Central,3200517.0,"Hamilton County, Iowa",95998,Stub
Iowa,West North Central,3200517.0,"Blakesburg, Iowa",95986,Start
Iowa,West North Central,3200517.0,"Blanchard, Iowa",95985,Stub
Iowa,West North Central,3200517.0,"Page County, Iowa",95975,Stub
Iowa,West North Central,3200517.0,"Blencoe, Iowa",95974,Stub
Iowa,West North Central,3200517.0,"Monona County, Iowa",95968,Stub
Iowa,West North Central,3200517.0,"Blockton, Iowa",95963,Stub
Iowa,West North Central,3200517.0,"Bloomfield, Iowa",58370,Stub
Iowa,West North Central,3200517.0,"Davis County, Iowa",95957,Stub
Iowa,West North Central,3200517.0,"Blue Grass, Iowa",95955,Start
Iowa,West North Central,3200517.0,"Bode, Iowa",95936,Start
Iowa,West North Central,3200517.0,"Bonaparte, Iowa",95902,Start
Iowa,West North Central,3200517.0,"Bondurant, Iowa",57247,Start
Iowa,West North Central,3200517.0,"Boone, Iowa",74357,Start
Iowa,West North Central,3200517.0,"Bouton, Iowa",114154,Start
Iowa,West North Central,3200517.0,"Boxholm, Iowa",112772,Stub
Iowa,West North Central,3200517.0,"Boyden, Iowa",112947,Stub
Iowa,West North Central,3200517.0,"Bradgate, Iowa",114227,Start
Iowa,West North Central,3200517.0,"Brandon, Iowa",114115,Start
Iowa,West North Central,3200517.0,"Brayton, Iowa",113880,Start
Iowa,West North Central,3200517.0,"Breda, Iowa",112788,Stub
Iowa,West North Central,3200517.0,"Brighton, Iowa",112830,Stub
Iowa,West North Central,3200517.0,"Bristow, Iowa",112713,Stub
Iowa,West North Central,3200517.0,"Britt, Iowa",114311,B
Iowa,West North Central,3200517.0,"Hancock County, Iowa",112810,Stub
Iowa,West North Central,3200517.0,"Bronson, Iowa",113836,Start
Iowa,West North Central,3200517.0,"Brooklyn, Iowa",114357,Stub
Iowa,West North Central,3200517.0,"Brunsville, Iowa",114175,Stub
Iowa,West North Central,3200517.0,"Buck Grove, Iowa",114133,Start
Iowa,West North Central,3200517.0,"Buckeye, Iowa",112936,Stub
Iowa,West North Central,3200517.0,"Buffalo, Iowa",113845,Stub
Iowa,West North Central,3200517.0,"Buffalo Center, Iowa",114203,Start
Iowa,West North Central,3200517.0,"Winnebago County, Iowa",114341,Stub
Iowa,West North Central,3200517.0,"Burlington, Iowa",112989,Stub
Iowa,West North Central,3200517.0,"Des Moines County, Iowa",113969,Stub
Iowa,West North Central,3200517.0,"Burt, Iowa",114040,B
Iowa,West North Central,3200517.0,"Bussey, Iowa",112921,Start
Iowa,West North Central,3200517.0,"Marion County, Iowa",114329,Stub
Iowa,West North Central,3200517.0,"Calamus, Iowa",114348,Stub
Iowa,West North Central,3200517.0,"Callender, Iowa",114103,Stub
Iowa,West North Central,3200517.0,"Calmar, Iowa",112922,Stub
Iowa,West North Central,3200517.0,"Winneshiek County, Iowa",114239,Stub
Iowa,West North Central,3200517.0,"Calumet, Iowa",114283,Stub
Iowa,West North Central,3200517.0,"Camanche, Iowa",112719,Stub
Iowa,West North Central,3200517.0,"Cambridge, Iowa",150426,Stub
Iowa,West North Central,3200517.0,"Cantril, Iowa",114069,Start
Iowa,West North Central,3200517.0,"Carbon, Iowa",112831,Stub
Iowa,West North Central,3200517.0,"Adams County, Iowa",114163,Stub
Iowa,West North Central,3200517.0,"Carlisle, Iowa",114164,Stub
Iowa,West North Central,3200517.0,"Carpenter, Iowa",113008,B
Iowa,West North Central,3200517.0,"Mitchell County, Iowa",112714,Start
Iowa,West North Central,3200517.0,"Carroll, Iowa",114349,Stub
Iowa,West North Central,3200517.0,"Carson, Iowa",114077,Stub
Iowa,West North Central,3200517.0,"Carter Lake, Iowa",6651,Stub
Iowa,West North Central,3200517.0,"Cascade, Iowa",96010,Stub
Iowa,West North Central,3200517.0,"Casey, Iowa",95996,Stub
Iowa,West North Central,3200517.0,"Castalia, Iowa",95973,Stub
Iowa,West North Central,3200517.0,"Castana, Iowa",95969,B
Iowa,West North Central,3200517.0,"Cedar Falls, Iowa",95906,Start
Iowa,West North Central,3200517.0,"Cedar Rapids, Iowa",96042,Stub
Iowa,West North Central,3200517.0,"Center Point, Iowa",113988,Start
Iowa,West North Central,3200517.0,"Centerville, Iowa",113989,Start
Iowa,West North Central,3200517.0,"Appanoose County, Iowa",112730,Stub
Iowa,West North Central,3200517.0,"Central City, Iowa",113990,Stub
Iowa,West North Central,3200517.0,"Centralia, Iowa",113009,Start
Iowa,West North Central,3200517.0,"Chariton, Iowa",96023,Stub
Iowa,West North Central,3200517.0,"Lucas County, Iowa",114012,Stub
Iowa,West North Central,3200517.0,"Charles City, Iowa",113783,Stub
Iowa,West North Central,3200517.0,"Floyd County, Iowa",112923,Stub
Iowa,West North Central,3200517.0,"Charlotte, Iowa",112937,Stub
Iowa,West North Central,3200517.0,"Charter Oak, Iowa",114228,Stub
Iowa,West North Central,3200517.0,"Chatsworth, Iowa",114253,B
Iowa,West North Central,3200517.0,"Chelsea, Iowa",112871,Stub
Iowa,West North Central,3200517.0,"Tama County, Iowa",113875,Start
Iowa,West North Central,3200517.0,"Cherokee, Iowa",114293,Start
Iowa,West North Central,3200517.0,"Chester, Iowa",113805,Start
Iowa,West North Central,3200517.0,"Howard County, Iowa",112731,Stub
Iowa,West North Central,3200517.0,"Chillicothe, Iowa",114330,B
Iowa,West North Central,3200517.0,"Churdan, Iowa",112851,Stub
Iowa,West North Central,3200517.0,"Greene County, Iowa",114116,Stub
Iowa,West North Central,3200517.0,"Cincinnati, Iowa",114379,Start
Iowa,West North Central,3200517.0,"Clare, Iowa",112811,Stub
Iowa,West North Central,3200517.0,"Clarinda, Iowa",96016,Stub
Iowa,West North Central,3200517.0,"Clarion, Iowa",112859,Start
Iowa,West North Central,3200517.0,"Clarksville, Iowa",150428,Stub
Iowa,West North Central,3200517.0,"Clayton, Iowa",112872,Stub
Iowa,West North Central,3200517.0,"Clayton County, Iowa",114050,Stub
Iowa,West North Central,3200517.0,"Clear Lake, Iowa",113771,Stub
Iowa,West North Central,3200517.0,"Cerro Gordo County, Iowa",112924,Stub
Iowa,West North Central,3200517.0,"Clearfield, Iowa",114320,Stub
Iowa,West North Central,3200517.0,"Cleghorn, Iowa",112948,Stub
Iowa,West North Central,3200517.0,"Clemons, Iowa",114254,Start
Iowa,West North Central,3200517.0,"Clermont, Iowa",114089,Start
Iowa,West North Central,3200517.0,"Clio, Iowa",114117,Stub
Iowa,West North Central,3200517.0,"Clive, Iowa",112978,Stub
Iowa,West North Central,3200517.0,"Clutier, Iowa",113913,Start
Iowa,West North Central,3200517.0,"Coburg, Iowa",114118,Start
Iowa,West North Central,3200517.0,"Montgomery County, Iowa",114240,Start
Iowa,West North Central,3200517.0,"Coggon, Iowa",114241,Start
Iowa,West North Central,3200517.0,"Coin, Iowa",114003,Stub
Iowa,West North Central,3200517.0,"Colesburg, Iowa",96011,Stub
Iowa,West North Central,3200517.0,"Delaware County, Iowa",96004,Start
Iowa,West North Central,3200517.0,"Colfax, Iowa",96001,Stub
Iowa,West North Central,3200517.0,"College Springs, Iowa",95992,Start
Iowa,West North Central,3200517.0,"Collins, Iowa",95977,Stub
Iowa,West North Central,3200517.0,"Colo, Iowa",57956,Start
Iowa,West North Central,3200517.0,"Columbus City, Iowa",95938,Stub
Iowa,West North Central,3200517.0,"Louisa County, Iowa",114004,Stub
Iowa,West North Central,3200517.0,"Columbus Junction, Iowa",113785,Start
Iowa,West North Central,3200517.0,"Colwell, Iowa",114096,Stub
Iowa,West North Central,3200517.0,"Conesville, Iowa",113813,Start
Iowa,West North Central,3200517.0,"Conrad, Iowa",114269,Start
Iowa,West North Central,3200517.0,"Conway, Iowa",112832,Stub
Iowa,West North Central,3200517.0,"Coon Rapids, Iowa",150405,Stub
Iowa,West North Central,3200517.0,"Coppock, Iowa",113931,Start
Iowa,West North Central,3200517.0,"Henry County, Iowa",112720,Stub
Iowa,West North Central,3200517.0,"Coralville, Iowa",114358,Stub
Iowa,West North Central,3200517.0,"Johnson County, Iowa",113837,Stub
Iowa,West North Central,3200517.0,"Corning, Iowa",114321,Stub
Iowa,West North Central,3200517.0,"Correctionville, Iowa",114005,Start
Iowa,West North Central,3200517.0,"Corwith, Iowa",113791,Start
Iowa,West North Central,3200517.0,"Corydon, Iowa",60795,Stub
Iowa,West North Central,3200517.0,"Cotter, Iowa",114134,Start
Iowa,West North Central,3200517.0,"Council Bluffs, Iowa",114165,Stub
Iowa,West North Central,3200517.0,"Craig, Iowa",113876,Start
Iowa,West North Central,3200517.0,"Crawfordsville, Iowa",23038510,Stub
Iowa,West North Central,3200517.0,"Crescent, Iowa",114277,Stub
Iowa,West North Central,3200517.0,"Cresco, Iowa",113838,Start
Iowa,West North Central,3200517.0,"Creston, Iowa",112844,Start
Iowa,West North Central,3200517.0,"Cromwell, Iowa",114298,Stub
Iowa,West North Central,3200517.0,"Crystal Lake, Iowa",114125,B
Iowa,West North Central,3200517.0,"Cumberland, Iowa",114359,Start
Iowa,West North Central,3200517.0,"Cumming, Iowa",114126,Start
