Article_ID,Error
125043,"The MW API does not have any info related to the rev-id provided as input (125043), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125643,"The MW API does not have any info related to the rev-id provided as input (125643), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125594,"The MW API does not have any info related to the rev-id provided as input (125594), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125914,"The MW API does not have any info related to the rev-id provided as input (125914), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125904,
126061,"The MW API does not have any info related to the rev-id provided as input (126061), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125841,"The MW API does not have any info related to the rev-id provided as input (125841), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125905,"The MW API does not have any info related to the rev-id provided as input (125905), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125910,"The MW API does not have any info related to the rev-id provided as input (125910), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259833,"The MW API does not have any info related to the rev-id provided as input (259833), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125894,"The MW API does not have any info related to the rev-id provided as input (125894), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125984,"The MW API does not have any info related to the rev-id provided as input (125984), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125965,"The MW API does not have any info related to the rev-id provided as input (125965), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
125916,"The MW API does not have any info related to the rev-id provided as input (125916), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126039,"The MW API does not have any info related to the rev-id provided as input (126039), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126058,"The MW API does not have any info related to the rev-id provided as input (126058), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127244,"The MW API does not have any info related to the rev-id provided as input (127244), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259835,"The MW API does not have any info related to the rev-id provided as input (259835), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126677,"The MW API does not have any info related to the rev-id provided as input (126677), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259838,"The MW API does not have any info related to the rev-id provided as input (259838), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259892,"The MW API does not have any info related to the rev-id provided as input (259892), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259840,"The MW API does not have any info related to the rev-id provided as input (259840), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127045,"The MW API does not have any info related to the rev-id provided as input (127045), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126230,"The MW API does not have any info related to the rev-id provided as input (126230), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127522,"The MW API does not have any info related to the rev-id provided as input (127522), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126698,"The MW API does not have any info related to the rev-id provided as input (126698), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259650,"The MW API does not have any info related to the rev-id provided as input (259650), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126240,"The MW API does not have any info related to the rev-id provided as input (126240), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
17308329,"The MW API does not have any info related to the rev-id provided as input (17308329), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
1348298,"The MW API does not have any info related to the rev-id provided as input (1348298), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150795,"The MW API does not have any info related to the rev-id provided as input (150795), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
25194255,"The MW API does not have any info related to the rev-id provided as input (25194255), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
28071446,"The MW API does not have any info related to the rev-id provided as input (28071446), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259896,"The MW API does not have any info related to the rev-id provided as input (259896), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259827,"The MW API does not have any info related to the rev-id provided as input (259827), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126730,
28149760,"The MW API does not have any info related to the rev-id provided as input (28149760), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126734,"The MW API does not have any info related to the rev-id provided as input (126734), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126735,"The MW API does not have any info related to the rev-id provided as input (126735), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259652,"The MW API does not have any info related to the rev-id provided as input (259652), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126380,"The MW API does not have any info related to the rev-id provided as input (126380), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
645042,"The MW API does not have any info related to the rev-id provided as input (645042), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259831,"The MW API does not have any info related to the rev-id provided as input (259831), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259776,"The MW API does not have any info related to the rev-id provided as input (259776), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127087,"The MW API does not have any info related to the rev-id provided as input (127087), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259778,"The MW API does not have any info related to the rev-id provided as input (259778), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259886,"The MW API does not have any info related to the rev-id provided as input (259886), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127581,"The MW API does not have any info related to the rev-id provided as input (127581), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127202,"The MW API does not have any info related to the rev-id provided as input (127202), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
126786,"The MW API does not have any info related to the rev-id provided as input (126786), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127126,"The MW API does not have any info related to the rev-id provided as input (127126), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127233,"The MW API does not have any info related to the rev-id provided as input (127233), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259894,"The MW API does not have any info related to the rev-id provided as input (259894), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
28443,"The MW API does not have any info related to the rev-id provided as input (28443), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127593,"The MW API does not have any info related to the rev-id provided as input (127593), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259997,"The MW API does not have any info related to the rev-id provided as input (259997), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127164,"The MW API does not have any info related to the rev-id provided as input (127164), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
259888,"The MW API does not have any info related to the rev-id provided as input (259888), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
38716757,"The MW API does not have any info related to the rev-id provided as input (38716757), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128297,"The MW API does not have any info related to the rev-id provided as input (128297), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
127995,"The MW API does not have any info related to the rev-id provided as input (127995), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
57846,"The MW API does not have any info related to the rev-id provided as input (57846), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128448,"The MW API does not have any info related to the rev-id provided as input (128448), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128524,"The MW API does not have any info related to the rev-id provided as input (128524), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128760,"The MW API does not have any info related to the rev-id provided as input (128760), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128794,"The MW API does not have any info related to the rev-id provided as input (128794), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128471,"The MW API does not have any info related to the rev-id provided as input (128471), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128845,"The MW API does not have any info related to the rev-id provided as input (128845), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128486,"The MW API does not have any info related to the rev-id provided as input (128486), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128599,"The MW API does not have any info related to the rev-id provided as input (128599), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128433,"The MW API does not have any info related to the rev-id provided as input (128433), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128632,"The MW API does not have any info related to the rev-id provided as input (128632), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128676,"The MW API does not have any info related to the rev-id provided as input (128676), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128684,"The MW API does not have any info related to the rev-id provided as input (128684), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128806,"The MW API does not have any info related to the rev-id provided as input (128806), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128643,"The MW API does not have any info related to the rev-id provided as input (128643), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128444,"The MW API does not have any info related to the rev-id provided as input (128444), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128449,"The MW API does not have any info related to the rev-id provided as input (128449), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128553,"The MW API does not have any info related to the rev-id provided as input (128553), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128439,"The MW API does not have any info related to the rev-id provided as input (128439), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128473,"The MW API does not have any info related to the rev-id provided as input (128473), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128445,"The MW API does not have any info related to the rev-id provided as input (128445), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129317,"The MW API does not have any info related to the rev-id provided as input (129317), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129337,"The MW API does not have any info related to the rev-id provided as input (129337), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129890,"The MW API does not have any info related to the rev-id provided as input (129890), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129872,"The MW API does not have any info related to the rev-id provided as input (129872), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
50022,"The MW API does not have any info related to the rev-id provided as input (50022), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129359,"The MW API does not have any info related to the rev-id provided as input (129359), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129907,"The MW API does not have any info related to the rev-id provided as input (129907), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129648,"The MW API does not have any info related to the rev-id provided as input (129648), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150941,"The MW API does not have any info related to the rev-id provided as input (150941), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128966,"The MW API does not have any info related to the rev-id provided as input (128966), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150939,"The MW API does not have any info related to the rev-id provided as input (150939), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128912,"The MW API does not have any info related to the rev-id provided as input (128912), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129291,"The MW API does not have any info related to the rev-id provided as input (129291), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129390,"The MW API does not have any info related to the rev-id provided as input (129390), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128934,"The MW API does not have any info related to the rev-id provided as input (128934), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129888,"The MW API does not have any info related to the rev-id provided as input (129888), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129583,"The MW API does not have any info related to the rev-id provided as input (129583), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129925,"The MW API does not have any info related to the rev-id provided as input (129925), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150928,"The MW API does not have any info related to the rev-id provided as input (150928), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129343,"The MW API does not have any info related to the rev-id provided as input (129343), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129484,"The MW API does not have any info related to the rev-id provided as input (129484), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128902,"The MW API does not have any info related to the rev-id provided as input (128902), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150940,"The MW API does not have any info related to the rev-id provided as input (150940), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129518,"The MW API does not have any info related to the rev-id provided as input (129518), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129560,"The MW API does not have any info related to the rev-id provided as input (129560), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129711,"The MW API does not have any info related to the rev-id provided as input (129711), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129785,"The MW API does not have any info related to the rev-id provided as input (129785), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129874,"The MW API does not have any info related to the rev-id provided as input (129874), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129320,"The MW API does not have any info related to the rev-id provided as input (129320), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129406,"The MW API does not have any info related to the rev-id provided as input (129406), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129913,"The MW API does not have any info related to the rev-id provided as input (129913), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150880,"The MW API does not have any info related to the rev-id provided as input (150880), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129140,"The MW API does not have any info related to the rev-id provided as input (129140), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129049,"The MW API does not have any info related to the rev-id provided as input (129049), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129027,"The MW API does not have any info related to the rev-id provided as input (129027), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
65865,"The MW API does not have any info related to the rev-id provided as input (65865), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129898,"The MW API does not have any info related to the rev-id provided as input (129898), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129802,"The MW API does not have any info related to the rev-id provided as input (129802), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129899,"The MW API does not have any info related to the rev-id provided as input (129899), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129900,"The MW API does not have any info related to the rev-id provided as input (129900), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
128919,"The MW API does not have any info related to the rev-id provided as input (128919), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129937,"The MW API does not have any info related to the rev-id provided as input (129937), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130198,"The MW API does not have any info related to the rev-id provided as input (130198), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129994,"The MW API does not have any info related to the rev-id provided as input (129994), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
129905,"The MW API does not have any info related to the rev-id provided as input (129905), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150979,"The MW API does not have any info related to the rev-id provided as input (150979), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
150980,"The MW API does not have any info related to the rev-id provided as input (150980), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130711,"The MW API does not have any info related to the rev-id provided as input (130711), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130759,"The MW API does not have any info related to the rev-id provided as input (130759), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130897,"The MW API does not have any info related to the rev-id provided as input (130897), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130900,"The MW API does not have any info related to the rev-id provided as input (130900), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130911,"The MW API does not have any info related to the rev-id provided as input (130911), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130682,"The MW API does not have any info related to the rev-id provided as input (130682), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
130942,"The MW API does not have any info related to the rev-id provided as input (130942), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
132887,"The MW API does not have any info related to the rev-id provided as input (132887), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133317,"The MW API does not have any info related to the rev-id provided as input (133317), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133048,"The MW API does not have any info related to the rev-id provided as input (133048), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
132888,"The MW API does not have any info related to the rev-id provided as input (132888), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74821177,"The MW API does not have any info related to the rev-id provided as input (74821177), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133368,"The MW API does not have any info related to the rev-id provided as input (133368), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133375,"The MW API does not have any info related to the rev-id provided as input (133375), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
132546,"The MW API does not have any info related to the rev-id provided as input (132546), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74822034,"The MW API does not have any info related to the rev-id provided as input (74822034), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
131566,"The MW API does not have any info related to the rev-id provided as input (131566), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74821612,"The MW API does not have any info related to the rev-id provided as input (74821612), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133045,"The MW API does not have any info related to the rev-id provided as input (133045), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74822051,"The MW API does not have any info related to the rev-id provided as input (74822051), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74821352,"The MW API does not have any info related to the rev-id provided as input (74821352), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133047,"The MW API does not have any info related to the rev-id provided as input (133047), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
131548,"The MW API does not have any info related to the rev-id provided as input (131548), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74822116,"The MW API does not have any info related to the rev-id provided as input (74822116), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
71529600,"The MW API does not have any info related to the rev-id provided as input (71529600), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74850802,"The MW API does not have any info related to the rev-id provided as input (74850802), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133297,"The MW API does not have any info related to the rev-id provided as input (133297), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
131827,"The MW API does not have any info related to the rev-id provided as input (131827), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
133366,"The MW API does not have any info related to the rev-id provided as input (133366), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
132009,"The MW API does not have any info related to the rev-id provided as input (132009), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
132966,"The MW API does not have any info related to the rev-id provided as input (132966), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74821466,"The MW API does not have any info related to the rev-id provided as input (74821466), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
74667365,"The MW API does not have any info related to the rev-id provided as input (74667365), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
99285,"The MW API does not have any info related to the rev-id provided as input (99285), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
131112,"The MW API does not have any info related to the rev-id provided as input (131112), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
131280,"The MW API does not have any info related to the rev-id provided as input (131280), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
